11/1/2019,0.34,0.36,0.33,0.36,14472,4973620
11/4/2019,0.36,0.385,0.355,0.385,40551,15119000
11/5/2019,0.385,0.385,0.355,0.37,24182,8945480
11/6/2019,0.37,0.375,0.36,0.37,3836,1410770
11/7/2019,0.37,0.38,0.365,0.38,5174,1938860
11/8/2019,0.38,0.39,0.38,0.38,11130,4281310
11/11/2019,0.38,0.39,0.36,0.375,16482,6208640
11/12/2019,0.375,0.375,0.365,0.37,3944,1447100
11/13/2019,0.365,0.365,0.345,0.355,16674,5920030
11/14/2019,0.35,0.355,0.345,0.35,6700,2355830
11/15/2019,0.35,0.37,0.335,0.34,6754,2338500
11/18/2019,0.34,0.35,0.335,0.35,3116,1063690
11/19/2019,0.34,0.35,0.34,0.345,4416,1536740
11/20/2019,0.345,0.35,0.33,0.345,5486,1858840
11/21/2019,0.34,0.355,0.34,0.35,13248,4588660
11/22/2019,0.35,0.35,0.34,0.345,7094,2432450
11/25/2019,0.345,0.355,0.32,0.345,19649,6544795
11/26/2019,0.345,0.345,0.33,0.34,2270,757970
11/27/2019,0.33,0.335,0.325,0.325,4204,1384480
11/28/2019,0.33,0.35,0.33,0.345,10172,3494620
11/29/2019,0.345,0.345,0.335,0.335,3088,1035720
12/2/2019,0.33,0.345,0.325,0.345,4348,1448820
12/3/2019,0.335,0.335,0.325,0.33,6194,2048740
12/4/2019,0.33,0.33,0.31,0.325,9542,3056620
