01/02/2019,75.25,75.45,74.1,74.4,5818.879,432920723,
01/03/2019,74.0,74.45,73.15,73.35,6464.132,475436395,
01/04/2019,72.8,75.25,72.8,75.25,6218.655,461527142,
01/07/2019,76.8,76.95,75.4,75.8,4371.572,332405857,
01/08/2019,76.5,77.8,75.95,77.35,7733.797,596383033,
01/09/2019,78.0,78.0,77.25,77.5,7793.08,605238468,
01/10/2019,77.8,77.8,76.3,77.1,4418.674,340419481,
01/11/2019,78.0,78.0,77.25,77.85,3502.188,272098619,
01/14/2019,78.0,78.2,76.0,76.45,4166.632,319540848,
01/15/2019,77.6,78.3,77.25,78.25,5287.358,412299722,
01/16/2019,78.2,79.65,77.75,78.55,4603.116,362623748,
01/17/2019,79.5,79.6,78.05,78.25,2785.555,218803344,
01/18/2019,79.6,79.6,78.65,79.2,3788.799,299987983,
01/21/2019,79.3,80.05,78.95,79.5,2851.388,226863670,
01/22/2019,78.9,79.4,77.8,78.2,2930.075,229504587,
01/23/2019,78.2,79.9,78.15,79.0,4075.893,323054146,
01/24/2019,79.25,80.0,79.05,80.0,3841.03,306042663,
01/25/2019,80.1,81.0,80.0,81.0,4494.369,362787444,
01/28/2019,80.5,80.55,79.2,79.4,4715.496,375746180,
01/29/2019,78.75,79.85,78.55,78.9,6204.034,489516057,
01/30/2019,78.7,79.45,78.4,79.1,5630.394,444729845,
01/31/2019,79.55,79.8,78.6,78.95,7222.793,570669337,
02/01/2019,79.1,79.9,78.85,79.2,5534.921,438889014,
02/04/2019,78.6,79.45,78.3,79.0,3060.455,241001253,
02/08/2019,79.5,79.5,78.45,78.9,4989.09,394337182,
02/11/2019,78.4,80.65,78.35,80.65,6655.773,530907130,
02/12/2019,79.5,79.8,78.8,79.35,7567.807,599154694,
02/13/2019,78.8,80.3,78.5,80.25,6566.28,521879469,
02/14/2019,80.5,81.5,80.35,81.0,5849.384,473719165,
02/15/2019,80.4,80.5,79.2,79.7,4677.013,372852199,
02/18/2019,79.9,81.6,79.9,81.15,6220.737,503940084,
02/19/2019,81.6,81.9,80.3,81.4,4940.492,402023639,
02/20/2019,81.15,82.4,81.15,82.2,8117.594,666021955,
02/21/2019,81.4,82.2,81.0,81.8,5398.804,441253631,
02/22/2019,81.0,82.8,80.65,82.7,6979.145,569153774,
02/25/2019,82.7,83.4,81.7,82.25,6425.44,529064709,
02/26/2019,82.55,83.7,82.15,83.35,7219.809,601676558,
02/27/2019,83.6,84.85,83.3,84.7,8486.894,717037455,
02/28/2019,83.15,84.3,83.15,83.55,5996.87,501530355,
03/01/2019,83.05,84.0,83.05,83.5,4605.07,384836421,
03/04/2019,83.95,84.4,83.25,83.7,5493.297,460183881,
03/05/2019,83.0,83.15,82.0,82.0,6162.493,507105771,
03/06/2019,82.0,82.15,81.6,81.85,4285.839,350957351,
03/07/2019,81.65,82.25,81.2,81.4,5387.368,439076368,
03/08/2019,80.45,80.6,79.8,79.9,7392.59,592041125,
03/11/2019,79.8,80.1,79.0,79.75,6346.336,505360544,
03/12/2019,80.5,80.95,80.0,80.4,5218.46,420083847,
03/13/2019,80.2,80.55,79.6,80.0,4552.371,364415537,
03/14/2019,80.5,80.65,79.8,80.3,4008.292,322031702,
03/15/2019,80.5,81.75,80.05,80.9,6655.025,539628011,
03/18/2019,80.55,81.1,80.1,80.95,8473.309,682346168,
03/19/2019,80.9,81.15,80.2,80.45,7374.338,593780739,
03/20/2019,80.35,83.3,80.3,82.5,12419.701,1018144275,
03/21/2019,83.35,83.5,81.6,81.6,12223.826,1009254019,
03/22/2019,83.05,84.65,82.85,83.8,13477.978,1124179116,
03/25/2019,82.45,83.75,82.4,82.95,7995.177,663669843,
